submission_id,age,assignment,comments,condition,correct1,correct2,education,experiment_duration,experiment_end_time,experiment_start_time,gender,image,languages,response,response_time
65,30,2,Ich grüße alle meine Fans!,1,A,B,Graduated College,470731,1648642275911,1648641805180,male,images/e01_1500-100.jpg,German,B,1476
65,30,2,Ich grüße alle meine Fans!,1,B,A,Graduated College,470731,1648642275911,1648641805180,male,images/e07_1500-900.jpg,German,A,1139
65,30,2,Ich grüße alle meine Fans!,1,B,A,Graduated College,470731,1648642275911,1648641805180,male,images/e13_1917-766.7.jpg,German,B,1553
65,30,2,Ich grüße alle meine Fans!,1,A,B,Graduated College,470731,1648642275911,1648641805180,male,images/e09_1917-233.3.jpg,German,B,1389
65,30,2,Ich grüße alle meine Fans!,1,B,A,Graduated College,470731,1648642275911,1648641805180,male,images/e13_1917-766.7.jpg,German,A,1477
65,30,2,Ich grüße alle meine Fans!,1,A,B,Graduated College,470731,1648642275911,1648641805180,male,images/e41_3583-766.7.jpg,German,A,2923
65,30,2,Ich grüße alle meine Fans!,1,B,A,Graduated College,470731,1648642275911,1648641805180,male,images/e07_1500-900.jpg,German,A,1339
65,30,2,Ich grüße alle meine Fans!,1,A,B,Graduated College,470731,1648642275911,1648641805180,male,images/e49_4000-900.jpg,German,B,1829
65,30,2,Ich grüße alle meine Fans!,1,A,B,Graduated College,470731,1648642275911,1648641805180,male,images/e01_1500-100.jpg,German,B,1763
65,30,2,Ich grüße alle meine Fans!,1,B,A,Graduated College,470731,1648642275911,1648641805180,male,images/e07_1500-900.jpg,German,A,1730
65,30,2,Ich grüße alle meine Fans!,1,B,A,Graduated College,470731,1648642275911,1648641805180,male,images/e13_1917-766.7.jpg,German,A,3091
65,30,2,Ich grüße alle meine Fans!,1,A,B,Graduated College,470731,1648642275911,1648641805180,male,images/e09_1917-233.3.jpg,German,B,1702
65,30,2,Ich grüße alle meine Fans!,1,B,A,Graduated College,470731,1648642275911,1648641805180,male,images/e13_1917-766.7.jpg,German,A,1668
65,30,2,Ich grüße alle meine Fans!,1,A,B,Graduated College,470731,1648642275911,1648641805180,male,images/e41_3583-766.7.jpg,German,A,1749
65,30,2,Ich grüße alle meine Fans!,1,B,A,Graduated College,470731,1648642275911,1648641805180,male,images/e07_1500-900.jpg,German,A,1428
65,30,2,Ich grüße alle meine Fans!,1,A,B,Graduated College,470731,1648642275911,1648641805180,male,images/e49_4000-900.jpg,German,B,1378
65,30,2,Ich grüße alle meine Fans!,1,A,B,Graduated College,470731,1648642275911,1648641805180,male,images/e01_1500-100.jpg,German,B,2200
65,30,2,Ich grüße alle meine Fans!,1,B,A,Graduated College,470731,1648642275911,1648641805180,male,images/e07_1500-900.jpg,German,A,1729
65,30,2,Ich grüße alle meine Fans!,1,B,A,Graduated College,470731,1648642275911,1648641805180,male,images/e13_1917-766.7.jpg,German,B,2771
65,30,2,Ich grüße alle meine Fans!,1,A,B,Graduated College,470731,1648642275911,1648641805180,male,images/e09_1917-233.3.jpg,German,B,1316
65,30,2,Ich grüße alle meine Fans!,1,B,A,Graduated College,470731,1648642275911,1648641805180,male,images/e13_1917-766.7.jpg,German,A,1195
65,30,2,Ich grüße alle meine Fans!,1,A,B,Graduated College,470731,1648642275911,1648641805180,male,images/e41_3583-766.7.jpg,German,A,1661
65,30,2,Ich grüße alle meine Fans!,1,B,A,Graduated College,470731,1648642275911,1648641805180,male,images/e07_1500-900.jpg,German,A,1415
65,30,2,Ich grüße alle meine Fans!,1,A,B,Graduated College,470731,1648642275911,1648641805180,male,images/e49_4000-900.jpg,German,B,1133
65,30,2,Ich grüße alle meine Fans!,1,A,B,Graduated College,470731,1648642275911,1648641805180,male,images/e01_1500-100.jpg,German,B,1387
65,30,2,Ich grüße alle meine Fans!,1,B,A,Graduated College,470731,1648642275911,1648641805180,male,images/e07_1500-900.jpg,German,A,1470
65,30,2,Ich grüße alle meine Fans!,1,B,A,Graduated College,470731,1648642275911,1648641805180,male,images/e13_1917-766.7.jpg,German,B,3564
65,30,2,Ich grüße alle meine Fans!,1,A,B,Graduated College,470731,1648642275911,1648641805180,male,images/e09_1917-233.3.jpg,German,B,1404
65,30,2,Ich grüße alle meine Fans!,1,B,A,Graduated College,470731,1648642275911,1648641805180,male,images/e13_1917-766.7.jpg,German,A,1783
65,30,2,Ich grüße alle meine Fans!,1,A,B,Graduated College,470731,1648642275911,1648641805180,male,images/e41_3583-766.7.jpg,German,B,2199
65,30,2,Ich grüße alle meine Fans!,1,B,A,Graduated College,470731,1648642275911,1648641805180,male,images/e07_1500-900.jpg,German,A,1221
65,30,2,Ich grüße alle meine Fans!,1,A,B,Graduated College,470731,1648642275911,1648641805180,male,images/e49_4000-900.jpg,German,A,1623
65,30,2,Ich grüße alle meine Fans!,1,A,B,Graduated College,470731,1648642275911,1648641805180,male,images/e01_1500-100.jpg,German,A,1531
65,30,2,Ich grüße alle meine Fans!,1,B,A,Graduated College,470731,1648642275911,1648641805180,male,images/e07_1500-900.jpg,German,A,1136
65,30,2,Ich grüße alle meine Fans!,1,B,A,Graduated College,470731,1648642275911,1648641805180,male,images/e13_1917-766.7.jpg,German,B,2083
65,30,2,Ich grüße alle meine Fans!,1,A,B,Graduated College,470731,1648642275911,1648641805180,male,images/e09_1917-233.3.jpg,German,B,1105
65,30,2,Ich grüße alle meine Fans!,1,B,A,Graduated College,470731,1648642275911,1648641805180,male,images/e13_1917-766.7.jpg,German,A,2224
65,30,2,Ich grüße alle meine Fans!,1,A,B,Graduated College,470731,1648642275911,1648641805180,male,images/e41_3583-766.7.jpg,German,B,2351
65,30,2,Ich grüße alle meine Fans!,1,B,A,Graduated College,470731,1648642275911,1648641805180,male,images/e07_1500-900.jpg,German,A,1809
65,30,2,Ich grüße alle meine Fans!,1,A,B,Graduated College,470731,1648642275911,1648641805180,male,images/e49_4000-900.jpg,German,A,2720
65,30,2,Ich grüße alle meine Fans!,1,A,B,Graduated College,470731,1648642275911,1648641805180,male,images/e01_1500-100.jpg,German,B,2091
65,30,2,Ich grüße alle meine Fans!,1,B,A,Graduated College,470731,1648642275911,1648641805180,male,images/e07_1500-900.jpg,German,A,1915
65,30,2,Ich grüße alle meine Fans!,1,B,A,Graduated College,470731,1648642275911,1648641805180,male,images/e13_1917-766.7.jpg,German,B,1944
65,30,2,Ich grüße alle meine Fans!,1,A,B,Graduated College,470731,1648642275911,1648641805180,male,images/e09_1917-233.3.jpg,German,B,1267
65,30,2,Ich grüße alle meine Fans!,1,B,A,Graduated College,470731,1648642275911,1648641805180,male,images/e13_1917-766.7.jpg,German,A,2048
65,30,2,Ich grüße alle meine Fans!,1,A,B,Graduated College,470731,1648642275911,1648641805180,male,images/e41_3583-766.7.jpg,German,A,2672
65,30,2,Ich grüße alle meine Fans!,1,B,A,Graduated College,470731,1648642275911,1648641805180,male,images/e07_1500-900.jpg,German,A,1258
65,30,2,Ich grüße alle meine Fans!,1,A,B,Graduated College,470731,1648642275911,1648641805180,male,images/e49_4000-900.jpg,German,B,2914
65,30,2,Ich grüße alle meine Fans!,1,A,B,Graduated College,470731,1648642275911,1648641805180,male,images/e01_1500-100.jpg,German,B,1400
65,30,2,Ich grüße alle meine Fans!,1,B,A,Graduated College,470731,1648642275911,1648641805180,male,images/e07_1500-900.jpg,German,A,1413
65,30,2,Ich grüße alle meine Fans!,1,B,A,Graduated College,470731,1648642275911,1648641805180,male,images/e13_1917-766.7.jpg,German,A,5384
65,30,2,Ich grüße alle meine Fans!,1,A,B,Graduated College,470731,1648642275911,1648641805180,male,images/e09_1917-233.3.jpg,German,B,1261
65,30,2,Ich grüße alle meine Fans!,1,B,A,Graduated College,470731,1648642275911,1648641805180,male,images/e13_1917-766.7.jpg,German,A,1621
65,30,2,Ich grüße alle meine Fans!,1,A,B,Graduated College,470731,1648642275911,1648641805180,male,images/e41_3583-766.7.jpg,German,B,3099
65,30,2,Ich grüße alle meine Fans!,1,B,A,Graduated College,470731,1648642275911,1648641805180,male,images/e07_1500-900.jpg,German,A,1671
65,30,2,Ich grüße alle meine Fans!,1,A,B,Graduated College,470731,1648642275911,1648641805180,male,images/e49_4000-900.jpg,German,A,2252
65,30,2,Ich grüße alle meine Fans!,1,A,B,Graduated College,470731,1648642275911,1648641805180,male,images/e01_1500-100.jpg,German,B,3616
65,30,2,Ich grüße alle meine Fans!,1,B,A,Graduated College,470731,1648642275911,1648641805180,male,images/e07_1500-900.jpg,German,A,2557
65,30,2,Ich grüße alle meine Fans!,1,B,A,Graduated College,470731,1648642275911,1648641805180,male,images/e13_1917-766.7.jpg,German,B,3181
65,30,2,Ich grüße alle meine Fans!,1,A,B,Graduated College,470731,1648642275911,1648641805180,male,images/e09_1917-233.3.jpg,German,A,1433
65,30,2,Ich grüße alle meine Fans!,1,B,A,Graduated College,470731,1648642275911,1648641805180,male,images/e13_1917-766.7.jpg,German,B,2147
65,30,2,Ich grüße alle meine Fans!,1,A,B,Graduated College,470731,1648642275911,1648641805180,male,images/e41_3583-766.7.jpg,German,B,1894
65,30,2,Ich grüße alle meine Fans!,1,B,A,Graduated College,470731,1648642275911,1648641805180,male,images/e07_1500-900.jpg,German,A,1318
65,30,2,Ich grüße alle meine Fans!,1,A,B,Graduated College,470731,1648642275911,1648641805180,male,images/e49_4000-900.jpg,German,A,2758
65,30,2,Ich grüße alle meine Fans!,1,A,B,Graduated College,470731,1648642275911,1648641805180,male,images/e01_1500-100.jpg,German,B,1347
65,30,2,Ich grüße alle meine Fans!,1,B,A,Graduated College,470731,1648642275911,1648641805180,male,images/e07_1500-900.jpg,German,A,1365
65,30,2,Ich grüße alle meine Fans!,1,B,A,Graduated College,470731,1648642275911,1648641805180,male,images/e13_1917-766.7.jpg,German,A,2382
65,30,2,Ich grüße alle meine Fans!,1,A,B,Graduated College,470731,1648642275911,1648641805180,male,images/e09_1917-233.3.jpg,German,B,1211
65,30,2,Ich grüße alle meine Fans!,1,B,A,Graduated College,470731,1648642275911,1648641805180,male,images/e13_1917-766.7.jpg,German,A,1496
65,30,2,Ich grüße alle meine Fans!,1,A,B,Graduated College,470731,1648642275911,1648641805180,male,images/e41_3583-766.7.jpg,German,B,1740
65,30,2,Ich grüße alle meine Fans!,1,B,A,Graduated College,470731,1648642275911,1648641805180,male,images/e07_1500-900.jpg,German,A,1395
65,30,2,Ich grüße alle meine Fans!,1,A,B,Graduated College,470731,1648642275911,1648641805180,male,images/e49_4000-900.jpg,German,B,1519
65,30,2,Ich grüße alle meine Fans!,1,A,B,Graduated College,470731,1648642275911,1648641805180,male,images/e01_1500-100.jpg,German,B,1656
65,30,2,Ich grüße alle meine Fans!,1,B,A,Graduated College,470731,1648642275911,1648641805180,male,images/e07_1500-900.jpg,German,A,1525
65,30,2,Ich grüße alle meine Fans!,1,NA,NA,Graduated College,470731,1648642275911,1648641805180,male,images/e29_3167-100.jpg,German,A,3771
65,30,2,Ich grüße alle meine Fans!,1,NA,NA,Graduated College,470731,1648642275911,1648641805180,male,images/e14_1917-900.jpg,German,A,1558
65,30,2,Ich grüße alle meine Fans!,1,NA,NA,Graduated College,470731,1648642275911,1648641805180,male,images/e05_1500-633.3.jpg,German,B,1762
65,30,2,Ich grüße alle meine Fans!,1,NA,NA,Graduated College,470731,1648642275911,1648641805180,male,images/e36_3583-100.jpg,German,B,2313
65,30,2,Ich grüße alle meine Fans!,1,NA,NA,Graduated College,470731,1648642275911,1648641805180,male,images/e24_2750-366.7.jpg,German,B,3719
65,30,2,Ich grüße alle meine Fans!,1,NA,NA,Graduated College,470731,1648642275911,1648641805180,male,images/e15_2333-100.jpg,German,B,1234
65,30,2,Ich grüße alle meine Fans!,1,NA,NA,Graduated College,470731,1648642275911,1648641805180,male,images/e23_2750-233.3.jpg,German,B,1582
65,30,2,Ich grüße alle meine Fans!,1,NA,NA,Graduated College,470731,1648642275911,1648641805180,male,images/e27_2750-766.7.jpg,German,A,2964
65,30,2,Ich grüße alle meine Fans!,1,NA,NA,Graduated College,470731,1648642275911,1648641805180,male,images/e34_3167-766.7.jpg,German,B,2176
65,30,2,Ich grüße alle meine Fans!,1,NA,NA,Graduated College,470731,1648642275911,1648641805180,male,images/e17_2333-366.7.jpg,German,B,2530
65,30,2,Ich grüße alle meine Fans!,1,NA,NA,Graduated College,470731,1648642275911,1648641805180,male,images/e12_1917-633.3.jpg,German,A,2477
65,30,2,Ich grüße alle meine Fans!,1,NA,NA,Graduated College,470731,1648642275911,1648641805180,male,images/e18_2333-500.jpg,German,B,2183
65,30,2,Ich grüße alle meine Fans!,1,NA,NA,Graduated College,470731,1648642275911,1648641805180,male,images/e07_1500-900.jpg,German,A,1197
65,30,2,Ich grüße alle meine Fans!,1,NA,NA,Graduated College,470731,1648642275911,1648641805180,male,images/e41_3583-766.7.jpg,German,B,2442
65,30,2,Ich grüße alle meine Fans!,1,NA,NA,Graduated College,470731,1648642275911,1648641805180,male,images/e46_4000-500.jpg,German,A,4127
65,30,2,Ich grüße alle meine Fans!,1,NA,NA,Graduated College,470731,1648642275911,1648641805180,male,images/e16_2333-233.3.jpg,German,B,1476
65,30,2,Ich grüße alle meine Fans!,1,NA,NA,Graduated College,470731,1648642275911,1648641805180,male,images/e20_2333-766.7.jpg,German,A,2866
65,30,2,Ich grüße alle meine Fans!,1,NA,NA,Graduated College,470731,1648642275911,1648641805180,male,images/e02_1500-233.3.jpg,German,B,1349
65,30,2,Ich grüße alle meine Fans!,1,NA,NA,Graduated College,470731,1648642275911,1648641805180,male,images/e39_3583-500.jpg,German,A,2358
65,30,2,Ich grüße alle meine Fans!,1,NA,NA,Graduated College,470731,1648642275911,1648641805180,male,images/e01_1500-100.jpg,German,B,1091
65,30,2,Ich grüße alle meine Fans!,1,NA,NA,Graduated College,470731,1648642275911,1648641805180,male,images/e30_3167-233.3.jpg,German,B,1069
65,30,2,Ich grüße alle meine Fans!,1,NA,NA,Graduated College,470731,1648642275911,1648641805180,male,images/e04_1500-500.jpg,German,A,2072
65,30,2,Ich grüße alle meine Fans!,1,NA,NA,Graduated College,470731,1648642275911,1648641805180,male,images/e38_3583-366.7.jpg,German,B,2027
65,30,2,Ich grüße alle meine Fans!,1,NA,NA,Graduated College,470731,1648642275911,1648641805180,male,images/e37_3583-233.3.jpg,German,B,2523
65,30,2,Ich grüße alle meine Fans!,1,NA,NA,Graduated College,470731,1648642275911,1648641805180,male,images/e44_4000-233.3.jpg,German,B,1287
65,30,2,Ich grüße alle meine Fans!,1,NA,NA,Graduated College,470731,1648642275911,1648641805180,male,images/e48_4000-766.7.jpg,German,A,1358
65,30,2,Ich grüße alle meine Fans!,1,NA,NA,Graduated College,470731,1648642275911,1648641805180,male,images/e43_4000-100.jpg,German,B,1132
65,30,2,Ich grüße alle meine Fans!,1,NA,NA,Graduated College,470731,1648642275911,1648641805180,male,images/e42_3583-900.jpg,German,A,1191
65,30,2,Ich grüße alle meine Fans!,1,NA,NA,Graduated College,470731,1648642275911,1648641805180,male,images/e13_1917-766.7.jpg,German,A,1686
65,30,2,Ich grüße alle meine Fans!,1,NA,NA,Graduated College,470731,1648642275911,1648641805180,male,images/e35_3167-900.jpg,German,B,7141
65,30,2,Ich grüße alle meine Fans!,1,NA,NA,Graduated College,470731,1648642275911,1648641805180,male,images/e11_1917-500.jpg,German,B,25373
65,30,2,Ich grüße alle meine Fans!,1,NA,NA,Graduated College,470731,1648642275911,1648641805180,male,images/e10_1917-366.7.jpg,German,B,1220
65,30,2,Ich grüße alle meine Fans!,1,NA,NA,Graduated College,470731,1648642275911,1648641805180,male,images/e32_3167-500.jpg,German,A,2144
65,30,2,Ich grüße alle meine Fans!,1,NA,NA,Graduated College,470731,1648642275911,1648641805180,male,images/e08_1917-100.jpg,German,B,1574
65,30,2,Ich grüße alle meine Fans!,1,NA,NA,Graduated College,470731,1648642275911,1648641805180,male,images/e21_2333-900.jpg,German,A,1457
65,30,2,Ich grüße alle meine Fans!,1,NA,NA,Graduated College,470731,1648642275911,1648641805180,male,images/e33_3167-633.3.jpg,German,B,2628
65,30,2,Ich grüße alle meine Fans!,1,NA,NA,Graduated College,470731,1648642275911,1648641805180,male,images/e19_2333-633.3.jpg,German,B,2531
65,30,2,Ich grüße alle meine Fans!,1,NA,NA,Graduated College,470731,1648642275911,1648641805180,male,images/e28_2750-900.jpg,German,A,1116
65,30,2,Ich grüße alle meine Fans!,1,NA,NA,Graduated College,470731,1648642275911,1648641805180,male,images/e45_4000-366.7.jpg,German,B,1842
65,30,2,Ich grüße alle meine Fans!,1,NA,NA,Graduated College,470731,1648642275911,1648641805180,male,images/e49_4000-900.jpg,German,A,1502
65,30,2,Ich grüße alle meine Fans!,1,NA,NA,Graduated College,470731,1648642275911,1648641805180,male,images/e47_4000-633.3.jpg,German,B,1801
65,30,2,Ich grüße alle meine Fans!,1,NA,NA,Graduated College,470731,1648642275911,1648641805180,male,images/e22_2750-100.jpg,German,A,1519
65,30,2,Ich grüße alle meine Fans!,1,NA,NA,Graduated College,470731,1648642275911,1648641805180,male,images/e26_2750-633.3.jpg,German,A,1557
65,30,2,Ich grüße alle meine Fans!,1,NA,NA,Graduated College,470731,1648642275911,1648641805180,male,images/e31_3167-366.7.jpg,German,B,1442
65,30,2,Ich grüße alle meine Fans!,1,NA,NA,Graduated College,470731,1648642275911,1648641805180,male,images/e25_2750-500.jpg,German,B,1923
65,30,2,Ich grüße alle meine Fans!,1,NA,NA,Graduated College,470731,1648642275911,1648641805180,male,images/e06_1500-766.7.jpg,German,A,1019
65,30,2,Ich grüße alle meine Fans!,1,NA,NA,Graduated College,470731,1648642275911,1648641805180,male,images/e40_3583-633.3.jpg,German,A,1186
65,30,2,Ich grüße alle meine Fans!,1,NA,NA,Graduated College,470731,1648642275911,1648641805180,male,images/e09_1917-233.3.jpg,German,B,1062
65,30,2,Ich grüße alle meine Fans!,1,NA,NA,Graduated College,470731,1648642275911,1648641805180,male,images/e03_1500-366.7.jpg,German,B,2154
66,24,correct1,<3,2,B,A,,602149,1648721661566,1648721059417,,images/e13_1917-766.7.jpg,nein,A,2347
66,24,correct1,<3,2,B,A,,602149,1648721661566,1648721059417,,images/e07_1500-900.jpg,nein,A,2395
66,24,correct1,<3,2,A,B,,602149,1648721661566,1648721059417,,images/e49_4000-900.jpg,nein,B,2668
66,24,correct1,<3,2,A,B,,602149,1648721661566,1648721059417,,images/e41_3583-766.7.jpg,nein,A,1931
66,24,correct1,<3,2,B,A,,602149,1648721661566,1648721059417,,images/e13_1917-766.7.jpg,nein,B,2712
66,24,correct1,<3,2,B,A,,602149,1648721661566,1648721059417,,images/e07_1500-900.jpg,nein,B,2268
66,24,correct1,<3,2,A,B,,602149,1648721661566,1648721059417,,images/e49_4000-900.jpg,nein,A,2737
66,24,correct1,<3,2,A,B,,602149,1648721661566,1648721059417,,images/e41_3583-766.7.jpg,nein,A,1976
66,24,correct1,<3,2,B,A,,602149,1648721661566,1648721059417,,images/e13_1917-766.7.jpg,nein,B,2504
66,24,correct1,<3,2,B,A,,602149,1648721661566,1648721059417,,images/e07_1500-900.jpg,nein,B,2062
66,24,correct1,<3,2,A,B,,602149,1648721661566,1648721059417,,images/e49_4000-900.jpg,nein,A,4733
66,24,correct1,<3,2,A,B,,602149,1648721661566,1648721059417,,images/e41_3583-766.7.jpg,nein,A,2026
66,24,correct1,<3,2,B,A,,602149,1648721661566,1648721059417,,images/e13_1917-766.7.jpg,nein,B,2490
66,24,correct1,<3,2,B,A,,602149,1648721661566,1648721059417,,images/e07_1500-900.jpg,nein,B,2954
66,24,correct1,<3,2,A,B,,602149,1648721661566,1648721059417,,images/e49_4000-900.jpg,nein,A,2474
66,24,correct1,<3,2,A,B,,602149,1648721661566,1648721059417,,images/e41_3583-766.7.jpg,nein,A,2696
66,24,correct1,<3,2,A,B,,602149,1648721661566,1648721059417,,images/e09_1917-233.3.jpg,nein,B,2693
66,24,correct1,<3,2,A,B,,602149,1648721661566,1648721059417,,images/e01_1500-100.jpg,nein,A,2346
66,24,correct1,<3,2,A,B,,602149,1648721661566,1648721059417,,images/e41_3583-766.7.jpg,nein,A,2547
66,24,correct1,<3,2,B,A,,602149,1648721661566,1648721059417,,images/e13_1917-766.7.jpg,nein,B,1805
66,24,correct1,<3,2,B,A,,602149,1648721661566,1648721059417,,images/e07_1500-900.jpg,nein,A,2464
66,24,correct1,<3,2,A,B,,602149,1648721661566,1648721059417,,images/e49_4000-900.jpg,nein,A,1793
66,24,correct1,<3,2,B,A,,602149,1648721661566,1648721059417,,images/e07_1500-900.jpg,nein,B,2763
66,24,correct1,<3,2,B,A,,602149,1648721661566,1648721059417,,images/e13_1917-766.7.jpg,nein,B,2241
66,24,correct1,<3,2,A,B,,602149,1648721661566,1648721059417,,images/e09_1917-233.3.jpg,nein,A,2990
66,24,correct1,<3,2,A,B,,602149,1648721661566,1648721059417,,images/e01_1500-100.jpg,nein,A,2819
66,24,correct1,<3,2,A,B,,602149,1648721661566,1648721059417,,images/e41_3583-766.7.jpg,nein,B,6046
66,24,correct1,<3,2,B,A,,602149,1648721661566,1648721059417,,images/e13_1917-766.7.jpg,nein,B,3191
66,24,correct1,<3,2,B,A,,602149,1648721661566,1648721059417,,images/e07_1500-900.jpg,nein,B,1542
66,24,correct1,<3,2,A,B,,602149,1648721661566,1648721059417,,images/e49_4000-900.jpg,nein,A,2141
66,24,correct1,<3,2,B,A,,602149,1648721661566,1648721059417,,images/e07_1500-900.jpg,nein,B,4022
66,24,correct1,<3,2,B,A,,602149,1648721661566,1648721059417,,images/e13_1917-766.7.jpg,nein,B,2547
66,24,correct1,<3,2,A,B,,602149,1648721661566,1648721059417,,images/e09_1917-233.3.jpg,nein,A,3366
66,24,correct1,<3,2,A,B,,602149,1648721661566,1648721059417,,images/e01_1500-100.jpg,nein,A,2545
66,24,correct1,<3,2,A,B,,602149,1648721661566,1648721059417,,images/e41_3583-766.7.jpg,nein,A,2858
66,24,correct1,<3,2,B,A,,602149,1648721661566,1648721059417,,images/e13_1917-766.7.jpg,nein,B,5638
66,24,correct1,<3,2,B,A,,602149,1648721661566,1648721059417,,images/e07_1500-900.jpg,nein,B,2042
66,24,correct1,<3,2,A,B,,602149,1648721661566,1648721059417,,images/e49_4000-900.jpg,nein,A,1719
66,24,correct1,<3,2,B,A,,602149,1648721661566,1648721059417,,images/e07_1500-900.jpg,nein,B,2025
66,24,correct1,<3,2,B,A,,602149,1648721661566,1648721059417,,images/e13_1917-766.7.jpg,nein,B,2203
66,24,correct1,<3,2,A,B,,602149,1648721661566,1648721059417,,images/e09_1917-233.3.jpg,nein,A,1892
66,24,correct1,<3,2,A,B,,602149,1648721661566,1648721059417,,images/e01_1500-100.jpg,nein,A,2102
66,24,correct1,<3,2,A,B,,602149,1648721661566,1648721059417,,images/e41_3583-766.7.jpg,nein,B,2912
66,24,correct1,<3,2,B,A,,602149,1648721661566,1648721059417,,images/e13_1917-766.7.jpg,nein,A,2628
66,24,correct1,<3,2,B,A,,602149,1648721661566,1648721059417,,images/e07_1500-900.jpg,nein,A,75063
66,24,correct1,<3,2,A,B,,602149,1648721661566,1648721059417,,images/e49_4000-900.jpg,nein,A,1920
66,24,correct1,<3,2,B,A,,602149,1648721661566,1648721059417,,images/e07_1500-900.jpg,nein,B,2254
66,24,correct1,<3,2,B,A,,602149,1648721661566,1648721059417,,images/e13_1917-766.7.jpg,nein,B,2855
66,24,correct1,<3,2,A,B,,602149,1648721661566,1648721059417,,images/e09_1917-233.3.jpg,nein,A,2747
66,24,correct1,<3,2,A,B,,602149,1648721661566,1648721059417,,images/e01_1500-100.jpg,nein,A,2938
66,24,correct1,<3,2,A,B,,602149,1648721661566,1648721059417,,images/e41_3583-766.7.jpg,nein,B,2593
66,24,correct1,<3,2,B,A,,602149,1648721661566,1648721059417,,images/e13_1917-766.7.jpg,nein,B,3344
66,24,correct1,<3,2,B,A,,602149,1648721661566,1648721059417,,images/e07_1500-900.jpg,nein,B,2025
66,24,correct1,<3,2,A,B,,602149,1648721661566,1648721059417,,images/e49_4000-900.jpg,nein,A,2655
66,24,correct1,<3,2,B,A,,602149,1648721661566,1648721059417,,images/e07_1500-900.jpg,nein,A,2659
66,24,correct1,<3,2,B,A,,602149,1648721661566,1648721059417,,images/e13_1917-766.7.jpg,nein,B,1889
66,24,correct1,<3,2,A,B,,602149,1648721661566,1648721059417,,images/e09_1917-233.3.jpg,nein,A,3315
66,24,correct1,<3,2,A,B,,602149,1648721661566,1648721059417,,images/e01_1500-100.jpg,nein,A,1916
